category|word|jword|jwordread|page|jpage|
0|Using Perception|〈知覚〉の使い方 [ 知覚 の 使い方]|ちかくのつかいかた|4: p.117|4: p.124 / 4A: p.159|
6|Escape Artist Table|脱出表 [ 脱出 表]|だっしゅつひょう|4: p.115|4: p.123 / 4A: p.159|
6|Perception Test Table|知覚テスト表 [ 知覚 テスト 表]|ちかくてすとひょう|4: p.117|4: p.125 / 4A: p.160|
0|Using Knowledge Skills|知識技能の使い方 [ 知識 技能 の 使い方]|ちしきぎのうのつかいかた|4: p.128|4: p.136 / 4A: p.160|
0|Knowledge Skill Table|知識技能表 [ 知識 技能 表]|ちしきぎのうひょう|4: p.129|4: p.136 / 4A: p.160|
0|Jumping|跳躍の使い方 [ 跳躍 の 使い方]|ちょうやくのつかいかた|4: p.116|4: p.123 / 4A: p.160|
6|Jumping Table|跳躍表 [ 跳躍 表]|ちょうやくひょう|4: p.117|4A: p.161|
0|Using Climbing|〈登攀〉の使い方 [ 登攀 の 使い方]|とうはんのつかいかた|4: p.115|4: p.122 / 4A: p.161|
6|Climbing Table|登攀表 [ 登攀 表]|とうはんひょう|4: p.115|4: p.123 / 4A: p.161|
0|Using Tracking|〈トラッキング〉の使い方 [ トラッキング の 使い方]|とらっきんぐのつかいかた|4: p.119|4: p.127 / 4A: p.162|
0|Using Disguise|〈変装〉の使い方 [ 変装 の 使い方]|へんそうのつかいかた|4: p.118|4: p.125 / 4A: p.162|
0|Using Charisma-linked Skills|【魅力】の関連技能の使い方 [ 魅力 の 関連 技能 の 使い方]|みりょくのかんれんぎのうのつかいかた|4: p.120|4: p.128 / 4A: p.162|
0|Social Modifiers|社交修正 [ 社交 修正]|しゃこうしゅうせい|4: p.120|4: p.128 / 4A: p.162|
0|Using Con, Intimidation, Leadership, and Negotiation|〈虚言〉〈脅迫〉〈統率〉〈交渉〉の使い方 [ 虚言 脅迫 統率 交渉 の 使い方]|きょげんきょうはくとうそつこうしょうのつかいかた|4: p.120|4: p.128 / 4A: p.163|
6|Charisma-Linked Opposed Tests|【魅力】関連対抗テスト表 [ 魅力 関連 対抗 テスト 表]|みりょくかんれんたいこうてすとひょう|4: p.121|4: p.128 / 4A: p.163|
0|Using Running|〈ランニング〉の使い方 [ ランニング の 使い方]|らんにんぐのつかいかた|4: p.117|4: p.125 / 4A: p.163|
6|Social Modifiers Table|社交修正表 [ 社交 修正 表]|しゃこうしゅうせいひょう|4: p.122|4: p.129 / 4A: p.164|
0|Composure (WIL + CHA)|冷静 (【意志力】＋【魅力】) [ 冷静 意志力 魅力]|れいせい|4: p.130|4: p.138 / 4A: p.164|
0|Judge Intentions (INT + CHA)|意図をはかる ([ 【直観力】＋【魅力】) [ 意図 を はかる 直観力 魅力]|いとをはかる|4: p.130|4: p.138 / 4A: p.164|
0|Lifting and Carrying (STR + BOD)|持ち上げと運搬 (【筋力】＋【強靭力】) [ 持ち 上げ と 運搬 筋力 強靭力]|もちあげとうんぱん|4: p.130|4: p.138 / 4A: p.165|
0|Memory (LOG + WIL)|記憶 (【論理力】＋【意志力】) [ 記憶 論理力 意志力]|きおく|4: p.130|4: p.138 / 4A: p.165|
1|Combat Turn Sequence|戦闘ターン進行 [ 戦闘 ターン 進行]|せんとうたーんしんこう|4: p.132|4: p.140 / 4A: p.170|
1|Initiative Score|イニシアティブ・スコア [ イニシアティブ スコア]|いにしあてぃぶすこあ|4: p.132|4: p.140 / 4A: p.171|
1|Initiative Passes|イニシアティブ・パス [ イニシアティブ パス]|いにしあてぃぶぱす|4: p.134|4: p.142 / 4A: p.171|
1|Switching Initiative|イニシアティブの切り替え [ イニシアティブ の 切り替え]|いにしあてぃぶのきりかえ|4: p.134|4: p.142 / 4A: p.171|
1|Initiative and Edge|イニシアティブとエッジ [ イニシアティブ と エッジ]|いにしあてぃぶとえっじ|4: p.134|4: p.142 / 4A: p.172|
1|Initiative Glitches|イニシアティブでのグリッチ [ イニシアティブ での グリッチ]|いにしあてぃぶでのぐりっち|4: p.134|4: p.143 / 4A: p.172|
1|Delayed Actions|行動を遅らせる [ 行動 を 遅らせる]|こうどうをおくらせる|4: p.134|4: p.143 / 4A: p.172|
1|Timed Items and Initiative|時限式のアイテムとイニシアティブ [ 時限 式 の アイテム と イニシアティブ]|じげんしきのあいてむといにしあてぃぶ|4: p.135|4: p.143 / 4A: p.173|
1|Free Actions|簡易動作 [ 簡易 動作]|かんいどうさ|4: p.135|4: p.144 / 4A: p.173|
6|Combat Actions|戦闘動作 [ 戦闘 動作]|せんとうどうさ|4: p.137|4: p.146 / 4A: p.173|
1|Simple Actions|単純動作 [ 単純 動作]|たんじゅんどうさ|4: p.136|4: p.145 / 4A: p.174|
1|Complex Actions|複雑動作 [ 複雑 動作]|ふくざつどうさ|4: p.138|4: p.147 / 4A: p.176|
1||割り込み動作 [ 割り 込み 動作]|わりこみどうさ||4A: p.176|
1|Movement|移動 [ 移動]|いどう|4: p.138|4: p.147 / 4A: p.177|
6|Movement Rate Table|移動速度表 [ 移動 速度 表]|いどうそくどひょう|4: p.138|4: p.148 / 4A: p.177|
1|Resolving Comvat|戦闘の解決 [ 戦闘 の 解決]|せんとうのかいけつ|4: p.138|4: p.148 / 4A: p.177|
1|Opposed Combat Test|対抗戦闘テスト [ 対抗 戦闘 テスト]|たいこうせんとうてすと|4: p.138|4: p.148 / 4A: p.177|
1|The Combat Sequence|戦闘の進行 [ 戦闘 の 進行]|せんとうのしんこう|4: p.139|4: p.148 / 4A: p.177|
1|Ranged Attack Modifiers|射撃戦闘における修正 [ 射撃 戦闘 における 修正]|しゃげきせんとうにおけるしゅうせい|4: p.140|4: p.148 / 4A: p.178|
6|Ranged Combat Summary|射撃戦闘のまとめ [ 射撃 戦闘 の まとめ]|しゃげきせんとうのまとめ|4: p.141|4: p.151 / 4A: p.178|
6|Weaoin Range Table|射程距離表 [ 射程 距離 表]|しゃていきょりひょう|4: p.139|4: p.149 / 4A: p.179|
6|Ranged Combat Modifiers Table|射撃戦闘修正表 [ 射撃 戦闘 修正 表]|しゃげきせんとうしゅうせいひょう|4: p.140|4: p.150 / 4A: p.181|
6|Visibility Table|視界修正表 [ 視界 修正 表]|しかいしゅうせいひょう|4: p.140|4: p.150 / 4A: p.181|
1|Defending Against Ranged Combat|射撃攻撃に対する防御 [ 射撃 攻撃 に対する 防御]|しゃげきこうげきにたいするぼうぎょ|4: p.142|4: p.152 / 4A: p.181|
1|Single-Shot Mode|シングルショット・モード [ シングル ショット モード SS]|しんぐるしょっともーど|4: p.142|4: p.152 / 4A: p.182|
1|Semi-Automatic Mode|セミオート・モード [ セミ オート モード SA]|せみおーともーど|4: p.142|4: p.152 / 4A: p.182|
1|Burst-Fire Mode|バーストファイア・モード [ バースト ファイア モード BF]|ばーすとふぁいあもーど|4: p.142|4: p.152 / 4A: p.182|
1|Narrow Bursts|狭いバースト (ナロー・バースト) [ 狭い バースト ナロー バースト]|せまいばーすと|4: p.142|4: p.152 / 4A: p.183|
1|Wide Bursts|広いバースト (ワイド・バースト) [ 広い バースト ワイド バースト]|ひろいばーすと|4: p.143|4: p.152 / 4A: p.183|
1|Full-Auto Mode|フルオート・モード [ フル オート モード FA]|ふるおーともーど|4: p.143|4: p.153 / 4A: p.183|
1|Long Bursts|長バースト (ロング・バースト) [ 長 バースト ロング バースト]|ちょうばーすと|4: p.143|4: p.153 / 4A: p.183|
1|Full Bursts|フルバースト [ フル バースト]|ふるばーすと|4: p.144|4: p.154 / 4A: p.183|
1|Suppressive Fire|制圧射撃 [ 制圧 射撃]|せいあつしゃげき|4: p.144|4: p.154 / 4A: p.183|
1|Ammunition|弾薬 [ 弾 薬]|だんやく|4: p.144|4: p.154 / 4A: p.184|
1|Shotguns (Rule)|ショットガン (ルール) [ ショット ガン ルール]|しょっとがん|4: p.144|4: p.154 / 4A: p.184|
1|Narrow Spread|狭拡散 (狭い拡散) [ 狭 拡散 狭い 拡散]|きょうかくさん|4: p.144|4: p.154 / 4A: p.184|
1|Medium Spread|中拡散 [ 中 拡散]|ちゅうかくさん|4: p.144|4: p.154 / 4A: p.184|
1|Wide Spread|広拡散 (広い拡散) [ 広 拡散 広い 拡散]|こうかくさん|4: p.144|4: p.154 / 4A: p.184|
1|Grenades|手榴弾 (ルール) [ 手 榴弾]|しゅりゅうだん|4: p.145|4: p.155 / 4A: p.184|
6|Projectile Weapons Table|射出武器表 [ 射出 武器 表]|しゃしゅつぶきひょう|4: p.145|4: p.155 / 4A: p.185|
6|Scatter Table|着弾誤差表 [ 着弾 誤差 表]|ちゃくだんごさひょう|4: p.145|4: p.155 / 4A: p.185|
1|Determine Scatter|着弾誤差の決定 [ 着弾 誤差 の 決定]|ちゃくだんごさのけってい|4: p.145|4: p.155 / 4A: p.185|
1|Blast Effects|爆発効果 [ 爆発 効果]|ばくはつこうか|4: p.145|4: p.156 / 4A: p.185|
6|Grenade Damage Table|手榴弾ダメージ表 [ 手 榴弾 ダメージ 表]|しゅりゅうだんだめーじひょう|4: p.146|4: p.156 / 4A: p.185|
1|Blast Against Barriers|障壁と爆発 [ 障壁 と 爆発]|しょうへきとばくはつ|4: p.146|4: p.156 / 4A: p.186|
1|Blast in a Confined Space|閉鎖空間での爆発 [ 閉鎖 空間 での 爆発]|へいさくうかんでのばくはつ|4: p.146|4: p.156 / 4A: p.186|
1|Resolving Rocket and Missile Fire|ロケットとミサイルによる攻撃の解決 [ ロケット と ミサイル による 攻撃 の 解決]|ろけっととみさいるによるこうげきのかいけつ|4: p.146|4: p.156 / 4A: p.186|
1|Rocket and Missile Scatter|ロケットとミサイルの着弾誤差 [ ロケット と ミサイル の 着弾誤差]|ろけっととみさいるのちゃくだんごさ|4: p.146|4: p.157 / 4A: p.186|
6|Rocket/Missile Table|ロケット／ミサイル表 [ ロケット ミサイル 表]|ろけっとみさいるひょう|4: p.146|4: p.156 / 4A: p.186|
6|Melee Combat Summary|近接戦闘のまとめ [ 近接 戦闘 の まとめ]|きんせつせんとうのまとめ|4: p.147|4: p.157 / 4A: p.187|
1|Defending Against Melee Attacks|近接戦闘に対する防御 [ 近接 戦闘 に対する 防御]|きんせつせんとうにたいするぼうぎょ|4: p.147|4: p.157 / 4A: p.187|
1|Melee Modifiers|近接戦闘における修正 [ 近接 戦闘 における 修正]|きんせつせんとうにおけるしゅうせい|4: p.147|4: p.158 / 4A: p.188|
6|Melee Modifiers Table|近接戦闘修正表 [ 近接 戦闘 修正 表]|きんせつせんとうしゅうせいひょう|4: p.148|4: p.158 / 4A: p.188|
6|Melee Weapons Table|近接武器表 [ 近接 武器 表]|きんせつぶきひょう|4: p.149|4: p.159 / 4A: p.189|
1||戦闘中の防御 [ 戦闘 中 の 防御]|せんとうちゅうのぼうぎょ||4A: p.190|
6|Defense Modifiers Table|防御修正表 [ 防御 修正 表]|ぼうぎょしゅうせいひょう|4: p.151|4: p.161 / 4A: p.190|
1|Full Defense|全力防御 [ 全力 防御]|ぜんりょくぼうぎょ|4: p.151|4: p.162 / 4A: p.191|
1|Full Defense as an Interrupt Action|割り込み動作としての全力防御 [ 割り込み 動作 としての 全力 防御]|わりこみどうさとしてのぜんりょくぼうぎょ|4: p.151|4: p.162 / 4A: p.191|
1|Armor|装甲値 [ 装甲 値]|そうこうち|4: p.148|4: p.159 / 4A: p.192|
1|Called Shots|部位狙い [ 部位 狙い]|ぶいねらい|4: p.149|4: p.160 / 4A: p.192|
1|Interception|移動妨害 [ 移動 妨害]|いどうぼうがい|4: p.151|4: p.162 / 4A: p.192|
1|Knockdown|転倒 [ 転倒]|てんとう|4: p.151|4: p.162 / 4A: p.193|
1|Subduing (Melee Only)|組み伏せ (近接戦闘のみ) [ 組み 伏せ 近接 戦闘 のみ]|くみふせ|4: p.152|4: p.162 / 4A: p.193|
1|Damage|ダメージ [ ダメージ]|だめーじ|4: p.152|4: p.163 / 4A: p.193|
1|Damage Codes|ダメージコード [ ダメージ コード]|だめーじこーど|4: p.152|4: p.163 / 4A: p.194|
1|Damage Resistance Tests|ダメージ抵抗テスト [ ダメージ 抵抗 テスト]|だめーじていこうてすと|4: p.153|4: p.163 / 4A: p.194|
1|Applying Damage|ダメージの適用 [ ダメージ の 適用]|だめーじのてきよう|4: p.153|4: p.164 / 4A: p.194|
1|Wound Modifiers|負傷修正 [ 負傷 修正]|ふしょうしゅうせい|4: p.153|4: p.165 / 4A: p.195|
1|Dead Man's Trigger|死者の引き金 [ 死者 の 引き金]|ししゃのひきがね|4: p.154|4: p.165 / 4A: p.195|
1|Special Types of Damage|特殊なタイプのダメージ [ 特殊 な タイプ の ダメージ]|とくしゅなたいぷのだめーじ|4: p.154|4: p.165 / 4A: p.196|
1|Acit Damage|強酸ダメージ [ 強 酸 ダメージ]|きょうさんだめーじ|4: p.154|4: p.165 / 4A: p.196|
1|Fire Damage|火炎ダメージ [ 火 炎 ダメージ]|かえんだめーじ|4: p.155|4: p.166 / 4A: p.196|
1|Cold Damage|冷気ダメージ [ 冷気 ダメージ]|れいきだめーじ|4: p.154|4: p.165 / 4A: p.196|
1|Electricity Damage|電撃ダメージ [ 電撃 ダメージ]|でんげきだめーじ|4: p.154|4: p.165 / 4A: p.196|
1|Falling Damage|落下ダメージ [ 落下 ダメージ]|らっかだめーじ|4: p.154|4: p.166 / 4A: p.197|
1|Fatigue Damage|疲労ダメージ [ 疲労 ダメージ]|ひろうだめーじ|4: p.155|4: p.166 / 4A: p.197|
6|Falling Damage Table|落下ダメージ表 [ 落下 ダメージ 表]|らっかだめーじひょう|4: p.154|4: p.166 / 4A: p.197|
1|Surprise|不意打ち [ 不意 打ち]|ふいうち|4: p.155|4: p.166 / 4A: p.198|
1|Surprise and Perception|不意打ちと知覚 [ 不意 打ち と 知覚]|ふいうちとちかく|4: p.155|4: p.167 / 4A: p.198|
1|Surprise Tests|不意打ちテスト [ 不意 打ち テスト]|ふいうちてすと|4: p.155|4: p.167/ 4A: p.198|
1|Ambushing|待ち伏せ [ 待ち 伏せ]|まちぶせ|4: p.156|4: p.167 / 4A: p.198|
1|Effects of Surprise|不意打ちの効果 [ 不意 打ち の 効果]|ふいうちのこうか|4: p.156|4: p.167 / 4A: p.199|
1|Burriers|障壁 [ 障壁]|しょうへき|4: p.157|4: p.168 / 4A: p.199|
1|Barrier Ratings|障壁値 [ 障壁 値]|しょうへきち|4: p.157|4: p.168 / 4A: p.199|
1|Shooting Through Barriers|障壁を通しての射撃 [ 障壁 を 通しての 射撃]|しょうへきをとおしてのしゃげき|4: p.157|4: p.169 / 4A: p.199|
1|Destroying Barriers|障壁の破壊 [ 障壁 の 破壊]|しょうへきのはかい|4: p.157|4: p.169 / 4A: p.200|
6|Barrier Rating Table|障壁値表 [ 障壁 値 表]|しょうへきちひょう|4: p.157|4: p.169 / 4A: p.200|
6|Damage Barriers Table|障壁攻撃表 [ 障壁 攻撃 表]|しょうへきこうげきひょう|4: p.158|4: p.169 / 4A: p.200|
5|Vehicle Combat|ヴィークル戦闘 [ ヴィークル 戦闘]|ゔぃーくるせんとう|4: p.158|4: p.170 / 4A: p.200|
5|Vehicle Tests|ヴィークル・テスト [ ヴィークル テスト]|ゔぃーくるてすと|4: p.159|4: p.170 / 4A: p.201|
6|Handling Rating Table|操縦値表 [ 操縦 値 表]|そうじゅうちひょう|4: p.159|4: p.170 / 4A: p.201|
6|Vehicle Test Threshold Table|ヴィークル・テスト目標値表 [ ヴィークル テスト 目標値 表]|ゔぃーくるてすともくひょうちひょう|4: p.159|4: p.171 / 4A: p.202|
6|Terrain Table|地形表 [ 地形 表]|ちけいひょう|4: p.160|4: p.171 / 4A: p.203|
5|Ramming|体当たり [ 体 当たり]|たいあたり|4: p.160|4: p.172 / 4A: p.203|
6|Ramming Damage Table|体当たりダメージ表 [ 体 当たり ダメージ 表]|たいあたりだめーじひょう|4: p.160|4: p.172 / 4A: p.203|
5|Chase Combat|チェイス [ チェイス]|ちぇいす|4: p.160|4: p.172 / 4A: p.204|
5|Opposed Vehcle Test|対抗ヴィークル・テスト [ 対抗 ヴィークル テスト]|たいこうゔぃーくるてすと|4: p.161|4: p.173 / 4A: p.204|
5|Attacks Against Vehicles|ヴィークルへの攻撃 [ ヴィークル への 攻撃]|ゔぃーくるへのこうげき|4: p.161|4: p.173 / 4A: p.205|
5|Evasive Driving|回避機動 [ 回避 機動]|かいひきどう|4: p.161|4: p.173 / 4A: p.205|
5|Vehicle Damage|ヴィークル の ダメージ [ ヴィークル の ダメージ]|ゔぃーくるのだめーじ|4: p.161|4: p.174 / 4A: p.205|
5|Crashing|クラッシュ [ クラッシュ]|くらっしゅ|4: p.161|4: p.174 / 4A: p.205|
5|Called Shots on Vehicles|ヴィークルの部位狙い [ ヴィークル の 部位狙い]|ゔぃーくるのぶいねらい|4: p.162|4: p.174 / 4A: p.205|
5|Damage and Passengers|ダメージと同乗者 [ ダメージ と 同乗者]|だめーじとどうじょうしゃ|4: p.162|4: p.174 / 4A: p.206|
5|Gunnery (Rule)|砲術 (ルール) [ 砲術 ルール]|ほうじゅつ|4: p.162|4: p.174 / 4A: p.206|
5|Drones and Gunnery|ドローンと砲術 [ ドローン と 砲術]|どろーんとほうじゅつ|4: p.162|4: p.174 / 4A: p.206|
5|Sensor Tests|センサー・テスト [ センサー テスト]|せんさーてすと|4: p.162|4: p.174 / 4A: p.206|
5|Sensor Targeting|センサーによる照準 [ センサー による 照準]|せんさーによるしょうじゅん|4: p.162|4: p.175 / 4A: p.206|
5|Passive Targeting|受動照準 [ 受動 照準]|じゅどうしょうじゅん|4: p.162|4: p.175 / 4A: p.206|
5|Active Targeting|能動照準 [ 能動 照準]|のうどうしょうじゅん|4: p.162|4: p.175 / 4A: p.206|
6|Signature Table|シグネチャー表 [ シグネチャー 表]|しぐねちゃーひょう|4: p.162|4: p.174 / 4A: p.206|
2|Drain|ドレイン [ ドレイン]|どれいん|4: p.167|4: p.180 / 4A: p.214|
2|Magical Lodges|マジカル・ロッジ [ マジカル ロッジ]|まじかるろっじ|4: p.167|4: p.181 / 4A: p.215|
2|Noticing Magic|魔法を察知する [ 魔法 を 察知 する]|まほうをさっちする|4: p.168|4: p.181 / 4A: p.215|
2|Magic Actions|魔法動作 [ 魔法 動作]|まほうどうさ|4: p.168|4: p.181 / 4A: p.216|
2|Traditions|様式 [ 様式 トラディショナル]|ようしき|4: p.169|4: p.182 / 4A: p.217|
2|Overcasting|過負荷呪文 [ 過 負荷 呪文 オーバーキャスティング]|かふかじゅもん|4: p.172|4: p.186 / 4A: p.220|
2|Learning Spells|呪文を学ぶ [ 呪文 を 学ぶ]|じゅもんをまなぶ|4: p.172|4: p.186 / 4A: p.220|
6|Spell Formulae Costs|呪文式コスト表 [ 呪文 式 コスト 表]|じゅもんしきこすとひょう|4: p.172|4: p.186 / 4A: p.220|
2|Limited Spells|制限呪文 [ 制限 呪文]|せいげんじゅもん|4: p.172|4: p.186 / 4A: p.220|
2|Spellcasting (Rule)|呪文行使 (ルール) [ 呪文 行使 ルール]|じゅもんこうし|4: p.173|4: p.186 / 4A: p.220|
6|Spellcasting by the Numbers|呪文行使の手順 [ 呪文 行使 の 手順]|じゅもんこうしのてじゅん|4: p.175|4: p.189 / 4A: p.221|
2|Area Spell|範囲呪文 [ 範囲 呪文]|はんいじゅもん|4: p.173|4: p.187 / 4A: p.221|
2|Casting Multiple Spells|複数の呪文を行使する [ 複数 の 呪文 を 行使 する]|ふくすうのじゅもんをこうしする|4: p.173|4: p.187 / 4A: p.221|
